Title,Description,Course_Link,Course_Rating,Rating_Number,Course_Completed_By,Instructor,Instructor_Link,Instructor_Rating,Rating_Out_Of,Learners_Age_Range,Learners_Per_Class,Course_Price
Crunching Numbers: Guided Mental Math Talk (Building Number Sense),"In this ongoing class, students will participate in a small group math talk. Students will practice using a variety of mental math and number sense strategies. Students will also work on basic addition and subtraction mental math strategies.",https://outschool.com/classes/crunching-numbers-guided-mental-math-talk-building-number-sense-nfxzH3zt,5,1,9,"Katherine Jones, M.Ed.",https://outschool.com/teachers/Mrs-Jones,4.9,40,5-7,1-5,$9
1st Grade Math Meeting (Small Group 1-4),Join us once a week in this ongoing class to practice different math skills in a small group setting!,https://outschool.com/classes/1st-grade-math-meeting-small-group-1-4-A09MKbTM,5,18,163,June Roberts,https://outschool.com/teachers/June-2020,5,68,5-7,1-4,$15
"2nd Grade Full Curriculum English, Math and Spelling","This is a 2nd Grade class covering concepts in Math, English, and Spelling. It is an ongoing class, which teaches a full year of 2nd Grade curriculum.",https://outschool.com/classes/2nd-grade-full-curriculum-english-math-and-spelling-APH83ZAs,4.5,11,111,Wild and Unstructured Learning,https://outschool.com/teachers/Ms-Tiara,4.8,812,6-8,2-7,$44
"Kindergarten Math: Calendar, Patterns, Shapes, and More!","In this ongoing kindergarten math class your child will practice math skills everyday. They will learn the months and days, 3d shapes, and more!",https://outschool.com/classes/kindergarten-math-calendar-patterns-shapes-and-more-oMKuXnOG,5,12,110,Ashley Krause,https://outschool.com/teachers/Ashley-202005,4.9,72,4-6,3-8,$22
Kickin' It! | Rapid Practice Drill | Math SAT | Build Speed & Confidence,Weekly quick-hit practice for that extra edge for PSAT or SAT math sections on the College Entrance Exam! We attack up to 10 SAT Math problems in 25-minutes. SAT Math Test problems came from the official College Board. Have fun building speed and accuracy! This class covers the whole gamut of Math SAT Prep questions. There are multiple SAT Prep sections-you can enroll in as many as all the sections to increase your learner's weekly! That means as many DIFFERENT problem sets as sections you enroll in each week!,https://outschool.com/classes/kickin-it-rapid-practice-drill-math-sat-kqQZ5KID,5,33,267,Professor Kitty BS ChemE-UVa; MBA-Case Western,https://outschool.com/teachers/Professor-Kitty,5,369,14-18,4-18,$21
Experienced Math Tutoring 1-On-1 (2023-2024: 6th to 12th Grade Math),"A weekly tutoring session for learners to receive personalized tutoring over a topic/concept in 6th grade to 12th grade math or College Algebra. We can also go over homework, classwork, previous quiz or test as well.",https://outschool.com/classes/experienced-math-tutoring-1-on-1-2023-2024-6th-to-12th-grade-math-Dnp1wzy2,5,61,142,"Mr. Jonathan Mullins, M.Ed, Certified Math Teacher",https://outschool.com/teachers/Mr-M-2022,5,61,9-18,1,$49
Learn Maths! UK Teacher & Curriculum for Ages 5-7 - For All Nationalities,"Full math curriculum for Ages 5-7. In this engaging, visual on-going weekly math class, students will learn a new skill and how to apply it - Number & Place Value, Measurement, Calculations, Statistics, Fractions and Geometry.",https://outschool.com/classes/learn-maths-uk-teacher-curriculum-for-ages-5-7-for-all-nationalities-ZJREz4t7,5,4,22,"Teacher Heidi - BSc., PGCE",https://outschool.com/teachers/Heidi-Evans,5,19,5-7,1-4,$10
Full Year of 5th Grade Singapore Math | the Path to Math Mastery (2x/Wk Ongoing),"In this class, learners will master math skill using the Singapore Math method. Learners will discuss and work on challenging problems with the teacher.",https://outschool.com/classes/full-year-of-5th-grade-singapore-math-dKx2Ytc7,N/A,N/A,27,Mentorhood Mathematics,https://outschool.com/teachers/Mentorhood-Learning-Center,4.8,287,9-11,2-6,$40
"Dr. Sullivan's Math Tutoring: Algebra, Arithmetic, Calculus, Geometry, Trig.",Join Dr. Matthew Sullivan for in-depth 1 on 1 tutoring sessions. Dr. Sullivan received his PhD in mathematics from the University of Waterloo and has been tutoring students for over a decade.,https://outschool.com/classes/dr-sullivans-math-tutoring-algebra-arithmetic-calculus-geometry-trig-U6X9yG2m,5,44,72,"Dr. Matthew Sullivan, PhD. Mathematics",https://outschool.com/teachers/Dr-Sullivan,5,44,9-18,1,$38
"Math Tutoring - 1 to 1: Grades 2, 3, 4, 5 and 6","In this ongoing class, your student will receive one to one math tutoring that focuses on the introduction of concepts or extra concept practice.",https://outschool.com/classes/math-tutoring-1-to-1-grades-2-3-4-5-and-6-8rHv64sO,5,8,28,"Michael Barr, M.Ed",https://outschool.com/teachers/Michael-Barr,5,281,7-12,1,$24
Math Enrichment: Explore Ways Math Can Be Found in Nature (Ongoing),"Each week this class will outline a different way math can be found in nature by listening, discussing, and creating art inspired by math and nature.",https://outschool.com/classes/math-enrichment-explore-ways-math-can-be-found-in-nature-ongoing-mpgIs50P,5,12,108,Kelly McGrath,https://outschool.com/teachers/Kelly-Mc-Grath,4.9,802,8-12,2-8,$17
3-4 Competition Math: Challenging Elementary Problems (Ongoing),"In this class, students will get to practice very difficult math problems and puzzles from competitions like Math Kangaroo. Great class for advanced students in grade 4 math. #academic",https://outschool.com/classes/3-4-competition-math-challenging-elementary-problems-ongoing-f6RxNVP8,4.8,54,349,Tampa Bay Test Prep,https://outschool.com/teachers/Tampa-Bay-Test-Prep,4.8,247,9-10,4-9,$22
1st Grade Math Club,"In this ongoing class, children will develop and strengthen common core math skills.",https://outschool.com/classes/1st-grade-math-club-2RLFEyrr,5,8,45,Mrs. LaShana,https://outschool.com/teachers/Teacher-La-Shana,4.9,84,5-7,1-7,$22
Mathletes 5th Grade Math Full Curriculum Class With a Licensed Teacher (1x),"Embark on a math mastery journey with our year-long class! Conquer fears as we explore engaging 5th-grade math concepts like multiplication, division, fractions, and decimals - a classroom experience with a licensed educator at home.",https://outschool.com/classes/mathletes-5th-grade-math-full-curriculum-class-with-a-licensed-teacher-1x-OBru4dXD,5,1,27,Tara Laczynski B.Ed,https://outschool.com/teachers/Tara-Laczynski,5,264,9-12,4-10,$21
6Th/7th Grade Math: (Meets Once a Week for a Full Curriculum/With Homework Help),"In this ongoing fun and interactive class, students will review all sixth and seventh grade topics. #academic",https://outschool.com/classes/6th7th-grade-math-meets-once-a-week-for-a-full-curriculumwith-homework-help-v4bKEqbW,5,4,53,"Karen Diaz, M.S.Ed",https://outschool.com/teachers/Karen-Mc-Gougain-Diaz,4.9,144,9-14,1-8,$14
Full Year of 1st Grade Singapore Math | the Path to Math Mastery (2x/Wk Ongoing),"There are 4 terms in this full year program, term 1 starts in Sept. Learners will master math skill using the Singapore Math method, discuss and work on challenging problems with the teacher. They will be engaged in fun math games as well!",https://outschool.com/classes/full-year-of-1st-grade-singapore-math-6a1rPUDL,5,1,37,Mentorhood Mathematics,https://outschool.com/teachers/Mentorhood-Learning-Center,4.8,287,5-7,2-5,$28
Got Math? One on One 1 One Hour Personal Tutoring and Homework Help Session.,This section will provide students with individual help with Math reviewing current math concepts that are being taught in their class and have fun!!! :),https://outschool.com/classes/got-math-one-on-one-1-one-hour-personal-tutoring-and-homework-help-session-7Sk7XyEh,4.9,221,428,"BIlly Edward Bush B.A, M.Ed, Ed.D",https://outschool.com/teachers/B-Illy-Edward-Bush,4.8,454,10-15,1,$35
Dinosaur Math Patterns,"In this class, students will practice patterning with a dinosaur theme. #academic",https://outschool.com/classes/dinosaur-math-patterns-V9xyw4gE,4.8,12,60,"Sharon Gribble, MEd",https://outschool.com/teachers/Teacher_Sharon,4.9,489,5-8,1-4,$12
Math Problem Solving with Multi-Step Word Problems for 4th-6th Grades,"In this ongoing math class, students will collaborate to solve multi-step word problems using addition, subtraction, multiplication, and division of whole numbers, decimals, and fractions.",https://outschool.com/classes/math-problem-solving-with-multi-step-word-problems-for-4th-6th-grades-6ehGkUTj,5,4,60,Christine Bowman,https://outschool.com/teachers/Christine-Bowman,4.8,214,9-11,1-5,$10
Math Fact Fluency for Addition and Subtraction 1st and 2nd Grade,In this Outer Space themed math fact class we will practice adding and subtracting with games and movement activities! Students will practice adding and subtracting on a 2nd/3rd grade level to become automatic with learning math facts.,https://outschool.com/classes/math-fact-fluency-for-addition-and-subtraction-1st-and-2nd-grade-S3g3WWsU,5,1,18,Kaitlyn - Licensed Elementary Education Teacher,https://outschool.com/teachers/Ms-Kaitlyn-202109,5,26,7-10,2-9,$11
"Escape Rooms & Adventures Ongoing Language Arts, Math & Science Club","In this weekly, ongoing escape rooms and adventures club, learners will solve fun, challenging, and educational puzzles and activities while practicing language arts, math and science.",https://outschool.com/classes/escape-rooms-adventures-ongoing-language-arts-math-science-club-zg11JA5P,N/A,N/A,2,"Sharon Gribble, MEd",https://outschool.com/teachers/Teacher_Sharon,4.9,489,6-9,2-5,$12
Pokémon Multiplication Battles! (Tutoring),"Battling Pokémon while solving multiplication problems. Summer classes are open! Get $4 off my class ""Pokémon Multiplication Battles! (Tutoring)"" with coupon code AFINIF4 until Dec 31, 2023. Get started at https://outschool.com/classes/pokmon-multiplication-battles-tutoring-Txmr5SHx and enter the coupon code at checkout.",https://outschool.com/classes/pokmon-multiplication-battles-tutoring-Txmr5SHx,5,12,117,Joshua A,https://outschool.com/teachers/Joshua-Aiton-2020,5,202,7-11,1-5,$11
Thriving in Math: Autism-Friendly Approaches for Learning Success!,Individualized math learning for students who have Autism #confidence,https://outschool.com/classes/thriving-in-math-autism-friendly-approaches-for-learning-success-gxzM6MUR,3,2,14,Math Planets,https://outschool.com/teachers/MathPlanets,4.8,128,4-17,1,$45
Math: Kindergarten Full Curriculum Math (Semester 1),"In Semester 1 of this course, students will learn, review and practice all crucial and required topics of kindergarten, including counting, subitizing, addition, subtraction and word problems. #academic",https://outschool.com/classes/math-kindergarten-full-curriculum-math-semester-1-IXw8icJS,N/A,N/A,6,Stone Bridges Academy,https://outschool.com/teachers/Stone-Bridges-Academy,4.9,276,4-6,1-6,$20
Real World Math! Create a Dog Boarding Business,"in this one-day class, students will have fun applying a variety of math skills to create a dog boarding business.",https://outschool.com/classes/real-world-math-create-a-dog-boarding-business-aQPxgfvQ,5,9,51,Kelly Cottrell,https://outschool.com/teachers/Kelly-Cottrell,5,166,9-12,1-6,$15
Word Problems: 3rd Grade Math,"In this ongoing course, students will solve word problems to learn, review and practice all crucial and required topics of third grade math, including addition, subtraction, multiplication, division, fractions and more. #academic",https://outschool.com/classes/word-problems-3rd-grade-math-YiYYijd1,4.4,7,56,Stone Bridges Academy,https://outschool.com/teachers/Stone-Bridges-Academy,4.9,277,7-9,1-6,$10
Jeopardy! Weekly Second Grade Edition (Ages 7-8),"In this class we are going to play Second Grade Knowledge Jeopardy. Topics will include Science, Time, Math (Addition, Subtraction, Multiplication and Division) and more!",https://outschool.com/classes/jeopardy-weekly-second-grade-edition-ages-7-8-sx9kgw2o,4.9,10,63,"Miss Delicia, B.S. Psychology",https://outschool.com/teachers/Delicia-G,4.9,870,7-8,2-5,$12
Math Games for Math Gurus,"In this weekly math class, learners will have the opportunity to socialize will like minded math loving peers while also developing number sense and building skills through a new math based game each week. #superstar",https://outschool.com/classes/math-games-for-math-gurus-aho0RX9w,5,16,90,Liz Malone,https://outschool.com/teachers/Liz-Malone,4.9,431,9-11,1-5,$10
Booyah!! I Totally Get it! | Algebra 2 Full Course & Summer Study - For Students Who REALLY Want to Master it! | (Ongoing Twice a Week),"Proven & tested great instruction on Algebra 2 for great performance - ""Booyah!"" - your learner gets it! Note- Thursday noon Eastern class is on the 2nd semester all other sections are on first semester",https://outschool.com/classes/booyah-i-totally-get-it-algebra-2-full-course-summer-study-for-students-who-real-rwxDVWzm,5,13,112,Professor Kitty BS ChemE-UVa; MBA-Case Western,https://outschool.com/teachers/Professor-Kitty,5,369,14-18,3-12,$37
Mathletes 4th Grade Math Full Curriculum Class With a Licensed Teacher (2x),"Embark on a math mastery journey with our year-long class! Conquer fears as we explore engaging 4th-grade math concepts like multiplication, division, fractions, and decimals - a classroom experience with a licensed educator at home.",https://outschool.com/classes/mathletes-4th-grade-math-full-curriculum-class-with-a-licensed-teacher-2x-48KSMORc,5,52,268,Tara Laczynski B.Ed,https://outschool.com/teachers/Tara-Laczynski,5,264,8-11,4-12,$50
"Mental Math - Multiplication & Division Shortcut Tricks (Once a Week, 2 Weeks)",Learn tips to solve math multiplication and division quickly. Child should know multiplication times tables upto 9 and addition to be able to do these tricks . These tricks will help them do maths mentally and faster. #academic,https://outschool.com/classes/mental-math-multiplication-division-shortcut-tricks-once-a-week-2-weeks-H7TO28J7,4.9,35,186,"Einsteins Square: Chess, Coding, Math, Art, Games",https://outschool.com/teachers/EinsteinsSquare,4.8,"4,766",9-14,1-5,$29
